Round,Quota,Category,State,Institute,Course,Seats,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
1,AIQ,GEN,Delhi,"VMMC, Delhi",GENERAL MEDICINE,6,"₹41,000*","₹1,20,965*",0*,₹0*,1550,93(4),93(4),93(4),-,-,83(6),93(6),93(6),-,-
2,AIQ,GEN,Delhi,"VMMC, Delhi",GENERAL MEDICINE,1+5(VV),"₹41,000*","₹1,20,965*",0*,₹0*,1550,93(4),93(4),93(4),-,-,83(6),93(6),93(6),-,-
3,AIQ,GEN,Delhi,"VMMC, Delhi",GENERAL MEDICINE,1+5(VV),"₹41,000*","₹1,20,965*",0*,₹0*,1550,93(4),93(4),93(4),-,-,83(6),93(6),93(6),-,-
1,AIQ,GEN,Tamil Nadu,"Stanley Med Coll, Chennai",RADIO DIAGNOSIS,1,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,379(4),379(4),379(4),-,-,94(1),94(1),94(1),-,-
1,AIQ,GEN,Delhi,"GB Pant IPGMER, Delhi",RADIO DIAGNOSIS,1,"₹57,600*","₹1,26,927*",0*,₹0*,714,79(1),97(1),97(1),-,-,101(1),101(1),101(1),-,-
2,AIQ,GEN,Delhi,"GB Pant IPGMER, Delhi",RADIO DIAGNOSIS,0+1(VV),"₹57,600*","₹1,26,927*",0*,₹0*,714,79(1),97(1),97(1),-,-,101(1),101(1),101(1),-,-
3,AIQ,GEN,Delhi,"GB Pant IPGMER, Delhi",RADIO DIAGNOSIS,0+1(VV),"₹57,600*","₹1,26,927*",0*,₹0*,714,79(1),97(1),97(1),-,-,101(1),101(1),101(1),-,-
1,AIQ,GEN,Uttar Pradesh,"IMS(BHU), Varanasi",RADIO DIAGNOSIS,1,"₹48,226*","₹1,00,706*",0,₹0,1165,159(2),159(2),159(2),-,-,102(1),102(1),102(1),-,-
2,AIQ,GEN,Uttar Pradesh,"IMS(BHU), Varanasi",RADIO DIAGNOSIS,0+1(VV),"₹48,226*","₹1,00,706*",0,₹0,1165,159(2),159(2),159(2),-,-,102(1),102(1),102(1),-,-
3,AIQ,GEN,Uttar Pradesh,"IMS(BHU), Varanasi",RADIO DIAGNOSIS,0+1(VV),"₹48,226*","₹1,00,706*",0,₹0,1165,159(2),159(2),159(2),-,-,102(1),102(1),102(1),-,-
1,AIQ,GEN,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",GENERAL MEDICINE,4,"₹1,43,300*","₹92,522",1,"₹50,00,000",1462,94(4),120(4),120(4),-,-,106(4),106(4),106(4),-,-
2,AIQ,GEN,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",GENERAL MEDICINE,0+3(VV),"₹1,43,300*","₹92,522",1,"₹50,00,000",1462,94(4),120(4),120(4),-,-,106(4),106(4),106(4),-,-
3,AIQ,GEN,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",GENERAL MEDICINE,0+3(VV),"₹1,43,300*","₹92,522",1,"₹50,00,000",1462,94(4),120(4),120(4),-,-,106(4),106(4),106(4),-,-
1,AIQ,GEN,Delhi,"VMMC, Delhi",DERMATOLOGY,1,"₹41,000*","₹1,20,965*",0*,₹0*,1550,-,-,-,-,-,108(1),108(1),108(1),-,-
1,DU,GEN,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,4,"₹57,600*","₹1,26,927*",0*,₹0*,2800,211(5),211(5),211(5),-,-,103(4),103(4),111(4),-,-
2,DU,GEN,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,0+2(VV),"₹57,600*","₹1,26,927*",0*,₹0*,2800,211(5),211(5),211(5),-,-,103(4),103(4),111(4),-,-
3,DU,GEN,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,1+1(VV),"₹57,600*","₹1,26,927*",0*,₹0*,2800,211(5),211(5),211(5),-,-,103(4),103(4),111(4),-,-
1,AIQ,GEN,Karnataka,"Bangalore Med Coll, Bangalore",DERMATOLOGY,2,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1993,634(1),634(1),634(1),-,-,113(2),113(2),113(2),-,-
1,AIQ,GEN,Telangana,"NIMS, Hyderabad",RADIO DIAGNOSIS,3,"₹72,000*","₹1,11,780",1,"₹20,00,000",1498,105(2),105(2),105(2),-,-,117(3),117(3),117(3),-,-
2,AIQ,GEN,Telangana,"NIMS, Hyderabad",RADIO DIAGNOSIS,0+1(VV),"₹72,000*","₹1,11,780",1,"₹20,00,000",1498,105(2),105(2),105(2),-,-,117(3),117(3),117(3),-,-
3,AIQ,GEN,Telangana,"NIMS, Hyderabad",RADIO DIAGNOSIS,0+1(VV),"₹72,000*","₹1,11,780",1,"₹20,00,000",1498,105(2),105(2),105(2),-,-,117(3),117(3),117(3),-,-
1,AIQ,GEN,Chandigarh,"GMC, Chandigarh",RADIO DIAGNOSIS,2,"₹34,500*","₹1,07,000*",0,₹0,967,206(2),206(2),206(2),-,-,119(2),119(2),119(2),-,-
2,AIQ,GEN,Chandigarh,"GMC, Chandigarh",RADIO DIAGNOSIS,0+1(VV),"₹34,500*","₹1,07,000*",0,₹0,967,206(2),206(2),206(2),-,-,119(2),119(2),119(2),-,-
3,AIQ,GEN,Chandigarh,"GMC, Chandigarh",RADIO DIAGNOSIS,0+1(VV),"₹34,500*","₹1,07,000*",0,₹0,967,206(2),206(2),206(2),-,-,119(2),119(2),119(2),-,-
1,DU,GEN,Delhi,"MAMC, Delhi",GENERAL MEDICINE,4,"₹57,600*","₹1,26,927*",0*,₹0*,2800,162(3),162(3),162(3),-,-,165(4),165(4),126(4),-,-
2,DU,GEN,Delhi,"MAMC, Delhi",GENERAL MEDICINE,0+4(VV),"₹57,600*","₹1,26,927*",0*,₹0*,2800,162(3),162(3),162(3),-,-,165(4),165(4),126(4),-,-
3,DU,GEN,Delhi,"MAMC, Delhi",GENERAL MEDICINE,0+4(VV),"₹57,600*","₹1,26,927*",0*,₹0*,2800,162(3),162(3),162(3),-,-,165(4),165(4),126(4),-,-
1,AIQ,GEN,Maharashtra,"Seth GS, Mumbai",GENERAL MEDICINE,3,"₹1,43,300*","₹92,522",1,"₹50,00,000",2250,173(4),283(4),283(4),-,-,127(3),127(3),127(3),-,-
2,AIQ,GEN,Maharashtra,"Seth GS, Mumbai",GENERAL MEDICINE,0+3(VV),"₹1,43,300*","₹92,522",1,"₹50,00,000",2250,173(4),283(4),283(4),-,-,127(3),127(3),127(3),-,-
3,AIQ,GEN,Maharashtra,"Seth GS, Mumbai",GENERAL MEDICINE,0+3(VV),"₹1,43,300*","₹92,522",1,"₹50,00,000",2250,173(4),283(4),283(4),-,-,127(3),127(3),127(3),-,-
1,AIQ,GEN,Maharashtra,"Grant Med Coll, Mumbai",RADIO DIAGNOSIS,3,"₹1,43,300*","₹92,522",1,"₹50,00,000",2844,219(4),280(4),280(4),-,-,130(3),134(3),134(3),-,-
2,AIQ,GEN,Maharashtra,"Grant Med Coll, Mumbai",RADIO DIAGNOSIS,1+2(VV),"₹1,43,300*","₹92,522",1,"₹50,00,000",2844,219(4),280(4),280(4),-,-,130(3),134(3),134(3),-,-
3,AIQ,GEN,Maharashtra,"Grant Med Coll, Mumbai",RADIO DIAGNOSIS,0+3(VV),"₹1,43,300*","₹92,522",1,"₹50,00,000",2844,219(4),280(4),280(4),-,-,130(3),134(3),134(3),-,-
1,AIQ,GEN,Uttar Pradesh,"SGPGI, Lucknow",RADIO DIAGNOSIS,3,"₹61,600*","₹1,11,780",2*,"₹40,00,000*",1609,89(1),89(1),89(1),-,-,135(3),135(3),135(3),-,-
2,AIQ,GEN,Uttar Pradesh,"SGPGI, Lucknow",RADIO DIAGNOSIS,0+3(VV),"₹61,600*","₹1,11,780",2*,"₹40,00,000*",1609,89(1),89(1),89(1),-,-,135(3),135(3),135(3),-,-
3,AIQ,GEN,Uttar Pradesh,"SGPGI, Lucknow",RADIO DIAGNOSIS,0+3(VV),"₹61,600*","₹1,11,780",2*,"₹40,00,000*",1609,89(1),89(1),89(1),-,-,135(3),135(3),135(3),-,-
1,AIQ,EWS,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,1,"₹41,000*","₹1,20,965*",0*,₹0*,1550,27(1),137(1),137(1),-,-,139(1),139(1),139(1),-,-
2,AIQ,EWS,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,0+1(VV),"₹41,000*","₹1,20,965*",0*,₹0*,1550,27(1),137(1),137(1),-,-,139(1),139(1),139(1),-,-
3,AIQ,EWS,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,0+1(VV),"₹41,000*","₹1,20,965*",0*,₹0*,1550,27(1),137(1),137(1),-,-,139(1),139(1),139(1),-,-
1,AIQ,GEN,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,4,"₹57,600*","₹1,26,927*",0*,₹0*,877,119(3),157(3),170(3),-,-,142(4),142(4),142(4),-,-
2,AIQ,GEN,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,0+4(VV),"₹57,600*","₹1,26,927*",0*,₹0*,877,119(3),157(3),170(3),-,-,142(4),142(4),142(4),-,-
3,AIQ,GEN,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,0+4(VV),"₹57,600*","₹1,26,927*",0*,₹0*,877,119(3),157(3),170(3),-,-,142(4),142(4),142(4),-,-
1,AIQ,GEN,Uttar Pradesh,"Dr RML IMS, Lucknow",RADIO DIAGNOSIS,1,"₹37,500*","₹1,08,672",2*,"₹40,00,000*",Info Not Available,292(2),482(2),243(2),-,-,143(1),143(1),143(1),-,-
2,AIQ,GEN,Uttar Pradesh,"Dr RML IMS, Lucknow",RADIO DIAGNOSIS,0+1(VV),"₹37,500*","₹1,08,672",2*,"₹40,00,000*",Info Not Available,292(2),482(2),243(2),-,-,143(1),143(1),143(1),-,-
3,AIQ,GEN,Uttar Pradesh,"Dr RML IMS, Lucknow",RADIO DIAGNOSIS,0+1(VV),"₹37,500*","₹1,08,672",2*,"₹40,00,000*",Info Not Available,292(2),482(2),243(2),-,-,143(1),143(1),143(1),-,-
1,AIQ,GEN,West Bengal,"IPGMER, Kolkata",RADIO DIAGNOSIS,2,"₹12,000*","₹49,884",3*,"₹30,00,000*",2300,222(2),222(2),222(2),-,-,144(2),144(2),144(2),-,-
2,AIQ,GEN,West Bengal,"IPGMER, Kolkata",RADIO DIAGNOSIS,0+1(VV),"₹12,000*","₹49,884",3*,"₹30,00,000*",2300,222(2),222(2),222(2),-,-,144(2),144(2),144(2),-,-
3,AIQ,GEN,West Bengal,"IPGMER, Kolkata",RADIO DIAGNOSIS,0+1(VV),"₹12,000*","₹49,884",3*,"₹30,00,000*",2300,222(2),222(2),222(2),-,-,144(2),144(2),144(2),-,-
1,AIQ,OBC,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,2,"₹57,600*","₹1,26,927*",0*,₹0*,2800,242(3),336(3),336(3),-,-,153(2),153(2),153(2),-,-
2,AIQ,OBC,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,0+1(VV),"₹57,600*","₹1,26,927*",0*,₹0*,2800,242(3),336(3),336(3),-,-,153(2),153(2),153(2),-,-
3,AIQ,OBC,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,0+1(VV),"₹57,600*","₹1,26,927*",0*,₹0*,2800,242(3),336(3),336(3),-,-,153(2),153(2),153(2),-,-
1,AIQ,GEN,Delhi,"VMMC, Delhi",OBG,6,"₹41,000*","₹1,20,965*",0*,₹0*,1550,460(7),495(7),860(7),-,-,155(6),155(6),155(6),-,-
2,AIQ,GEN,Delhi,"VMMC, Delhi",OBG,0+3(VV),"₹41,000*","₹1,20,965*",0*,₹0*,1550,460(7),495(7),860(7),-,-,155(6),155(6),155(6),-,-
3,AIQ,GEN,Delhi,"VMMC, Delhi",OBG,0+3(VV),"₹41,000*","₹1,20,965*",0*,₹0*,1550,460(7),495(7),860(7),-,-,155(6),155(6),155(6),-,-
1,DU,GEN,Delhi,"Lady Hardinge, Delhi",RADIO DIAGNOSIS,1,"₹57,600*","₹1,26,927*",0*,₹0*,877,500(2),500(2),500(2),-,-,111(1),111(1),163(1),-,-
2,DU,GEN,Delhi,"Lady Hardinge, Delhi",RADIO DIAGNOSIS,1,"₹57,600*","₹1,26,927*",0*,₹0*,877,500(2),500(2),500(2),-,-,111(1),111(1),163(1),-,-
3,DU,GEN,Delhi,"Lady Hardinge, Delhi",RADIO DIAGNOSIS,0+1(VV),"₹57,600*","₹1,26,927*",0*,₹0*,877,500(2),500(2),500(2),-,-,111(1),111(1),163(1),-,-
1,DU,GEN,Delhi,"GB Pant IPGMER, Delhi",RADIO DIAGNOSIS,1,"₹57,600*","₹1,26,927*",0*,₹0*,714,-,-,-,-,-,164(1),164(1),164(1),-,-
2,DU,GEN,Delhi,"GB Pant IPGMER, Delhi",RADIO DIAGNOSIS,0+1(VV),"₹57,600*","₹1,26,927*",0*,₹0*,714,-,-,-,-,-,164(1),164(1),164(1),-,-
3,DU,GEN,Delhi,"GB Pant IPGMER, Delhi",RADIO DIAGNOSIS,0+1(VV),"₹57,600*","₹1,26,927*",0*,₹0*,714,-,-,-,-,-,164(1),164(1),164(1),-,-
1,AIQ,GEN,Telangana,"NIMS, Hyderabad",GENERAL MEDICINE,3,"₹72,000*","₹1,11,780",1,"₹20,00,000",1498,158(2),158(2),158(2),-,-,172(3),172(3),172(3),-,-
2,AIQ,GEN,Telangana,"NIMS, Hyderabad",GENERAL MEDICINE,0+2(VV),"₹72,000*","₹1,11,780",1,"₹20,00,000",1498,158(2),158(2),158(2),-,-,172(3),172(3),172(3),-,-
3,AIQ,GEN,Telangana,"NIMS, Hyderabad",GENERAL MEDICINE,0+2(VV),"₹72,000*","₹1,11,780",1,"₹20,00,000",1498,158(2),158(2),158(2),-,-,172(3),172(3),172(3),-,-
1,AIQ,OBC,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,3,"₹41,000*","₹1,20,965*",0*,₹0*,1626,269(2),269(2),269(2),-,-,173(3),173(3),173(3),-,-
2,AIQ,OBC,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,0+3(VV),"₹41,000*","₹1,20,965*",0*,₹0*,1626,269(2),269(2),269(2),-,-,173(3),173(3),173(3),-,-
3,AIQ,OBC,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,0+3(VV),"₹41,000*","₹1,20,965*",0*,₹0*,1626,269(2),269(2),269(2),-,-,173(3),173(3),173(3),-,-
1,AIQ,GEN,Punjab,"Govt Med Coll, Patiala",DERMATOLOGY,1,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,1021(2),1563(2),1610(2),-,-,177(1),177(1),177(1),-,-
2,AIQ,GEN,Punjab,"Govt Med Coll, Patiala",DERMATOLOGY,0+1(VV),"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,1021(2),1563(2),1610(2),-,-,177(1),177(1),177(1),-,-
3,AIQ,GEN,Punjab,"Govt Med Coll, Patiala",DERMATOLOGY,0+1(VV),"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,1021(2),1563(2),1610(2),-,-,177(1),177(1),177(1),-,-
1,IP,GEN,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,5,"₹41,000*","₹1,20,965*",0*,₹0*,1550,300(4),300(4),300(4),-,-,180(5),180(5),180(5),-,-
1,AIQ,OBC,Maharashtra,"Seth GS, Mumbai",RADIO DIAGNOSIS,1,"₹1,43,300*","₹92,522",1,"₹50,00,000",2250,314(2),324(2),324(2),-,-,183(1),183(1),183(1),-,-
1,AIQ,EWS,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,1,"₹57,600*","₹1,26,927*",0*,₹0*,877,301(1),509(1),509(1),-,-,194(1),194(1),194(1),-,-
2,AIQ,EWS,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,0+1(VV),"₹57,600*","₹1,26,927*",0*,₹0*,877,301(1),509(1),509(1),-,-,194(1),194(1),194(1),-,-
3,AIQ,EWS,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,0+1(VV),"₹57,600*","₹1,26,927*",0*,₹0*,877,301(1),509(1),509(1),-,-,194(1),194(1),194(1),-,-
1,AIQ,EWS,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,1,"₹41,000*","₹1,20,965*",0*,₹0*,1626,-,-,-,-,-,205(1),205(1),205(1),-,-
2,AIQ,EWS,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,0+1(VV),"₹41,000*","₹1,20,965*",0*,₹0*,1626,-,-,-,-,-,205(1),205(1),205(1),-,-
3,AIQ,EWS,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,0+1(VV),"₹41,000*","₹1,20,965*",0*,₹0*,1626,-,-,-,-,-,205(1),205(1),205(1),-,-
1,AIQ,GEN,Rajasthan,"SMS, Jaipur",RADIO DIAGNOSIS,5,"₹11,647*","₹82,800*",2*,"₹25,00,000*",5702,421(6),448(6),448(6),-,-,206(5),206(5),206(5),-,-
2,AIQ,GEN,Rajasthan,"SMS, Jaipur",RADIO DIAGNOSIS,0+3(VV),"₹11,647*","₹82,800*",2*,"₹25,00,000*",5702,421(6),448(6),448(6),-,-,206(5),206(5),206(5),-,-
3,AIQ,GEN,Rajasthan,"SMS, Jaipur",RADIO DIAGNOSIS,0+3(VV),"₹11,647*","₹82,800*",2*,"₹25,00,000*",5702,421(6),448(6),448(6),-,-,206(5),206(5),206(5),-,-
1,AIQ,GEN,Gujarat,"BJMC, Ahmedabad",RADIO DIAGNOSIS,4,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1557,387(6),465(6),465(6),-,-,221(4),208(4),208(4),-,-
2,AIQ,GEN,Gujarat,"BJMC, Ahmedabad",RADIO DIAGNOSIS,1,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1557,387(6),465(6),465(6),-,-,221(4),208(4),208(4),-,-
3,AIQ,GEN,Gujarat,"BJMC, Ahmedabad",RADIO DIAGNOSIS,0+1(VV),"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1557,387(6),465(6),465(6),-,-,221(4),208(4),208(4),-,-
1,AIQ,GEN,Telangana,"Gandhi Med Coll, Secunderabad",DERMATOLOGY,1,"₹25,000*","₹58,289",1,"₹20,00,000",1200,1213(1),1565(1),1565(1),-,-,209(1),209(1),209(1),-,-
1,AIQ,OBC,Delhi,"Lady Hardinge, Delhi",RADIO DIAGNOSIS,1,"₹57,600*","₹1,26,927*",0*,₹0*,877,374(1),374(1),374(1),-,-,212(1),212(1),212(1),-,-
2,AIQ,OBC,Delhi,"Lady Hardinge, Delhi",RADIO DIAGNOSIS,0+1(VV),"₹57,600*","₹1,26,927*",0*,₹0*,877,374(1),374(1),374(1),-,-,212(1),212(1),212(1),-,-
3,AIQ,OBC,Delhi,"Lady Hardinge, Delhi",RADIO DIAGNOSIS,0+1(VV),"₹57,600*","₹1,26,927*",0*,₹0*,877,374(1),374(1),374(1),-,-,212(1),212(1),212(1),-,-
1,AIQ,GEN,Chandigarh,"GMC, Chandigarh",GENERAL MEDICINE,1,"₹34,500*","₹1,07,000*",0,₹0,967,259(1),259(1),259(1),-,-,216(1),216(1),216(1),-,-
2,AIQ,GEN,Chandigarh,"GMC, Chandigarh",GENERAL MEDICINE,0+1(VV),"₹34,500*","₹1,07,000*",0,₹0,967,259(1),259(1),259(1),-,-,216(1),216(1),216(1),-,-
3,AIQ,GEN,Chandigarh,"GMC, Chandigarh",GENERAL MEDICINE,0+1(VV),"₹34,500*","₹1,07,000*",0,₹0,967,259(1),259(1),259(1),-,-,216(1),216(1),216(1),-,-
1,AIQ,EWS,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,2,"₹57,600*","₹1,26,927*",0*,₹0*,2800,137(1),145(1),145(1),-,-,218(2),218(2),218(2),-,-
2,AIQ,EWS,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,0+2(VV),"₹57,600*","₹1,26,927*",0*,₹0*,2800,137(1),145(1),145(1),-,-,218(2),218(2),218(2),-,-
3,AIQ,EWS,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,0+2(VV),"₹57,600*","₹1,26,927*",0*,₹0*,2800,137(1),145(1),145(1),-,-,218(2),218(2),218(2),-,-
1,AIQ,GEN,Haryana,"Pt BD Sharma, Rohtak",RADIO DIAGNOSIS,1,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,346(2),346(2),346(2),-,-,225(1),225(1),225(1),-,-
2,AIQ,GEN,Haryana,"Pt BD Sharma, Rohtak",RADIO DIAGNOSIS,0+1(VV),"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,346(2),346(2),346(2),-,-,225(1),225(1),225(1),-,-
3,AIQ,GEN,Haryana,"Pt BD Sharma, Rohtak",RADIO DIAGNOSIS,0+1(VV),"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,346(2),346(2),346(2),-,-,225(1),225(1),225(1),-,-
1,AIQ,OBC,Uttar Pradesh,"IMS(BHU), Varanasi",RADIO DIAGNOSIS,1,"₹48,226*","₹1,00,706*",0,₹0,1165,470(2),481(2),481(2),-,-,228(1),228(1),228(1),-,-
2,AIQ,OBC,Uttar Pradesh,"IMS(BHU), Varanasi",RADIO DIAGNOSIS,0+1(VV),"₹48,226*","₹1,00,706*",0,₹0,1165,470(2),481(2),481(2),-,-,228(1),228(1),228(1),-,-
3,AIQ,OBC,Uttar Pradesh,"IMS(BHU), Varanasi",RADIO DIAGNOSIS,0+1(VV),"₹48,226*","₹1,00,706*",0,₹0,1165,470(2),481(2),481(2),-,-,228(1),228(1),228(1),-,-
1,AIQ,EWS,Maharashtra,"Seth GS, Mumbai",RADIO DIAGNOSIS,1,"₹1,43,300*","₹92,522",1,"₹50,00,000",2250,46(1),46(1),46(1),-,-,230(1),230(1),230(1),-,-
2,AIQ,EWS,Maharashtra,"Seth GS, Mumbai",RADIO DIAGNOSIS,0+1(VV),"₹1,43,300*","₹92,522",1,"₹50,00,000",2250,46(1),46(1),46(1),-,-,230(1),230(1),230(1),-,-
3,AIQ,EWS,Maharashtra,"Seth GS, Mumbai",RADIO DIAGNOSIS,0+1(VV),"₹1,43,300*","₹92,522",1,"₹50,00,000",2250,46(1),46(1),46(1),-,-,230(1),230(1),230(1),-,-
1,AIQ,GEN,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",RADIO DIAGNOSIS,3,"₹1,43,300*","₹92,522",1,"₹50,00,000",1462,132(2),185(2),185(2),-,-,89(3),189(3),242(3),-,-
2,AIQ,GEN,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",RADIO DIAGNOSIS,2+1(VV),"₹1,43,300*","₹92,522",1,"₹50,00,000",1462,132(2),185(2),185(2),-,-,89(3),189(3),242(3),-,-
3,AIQ,GEN,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",RADIO DIAGNOSIS,2,"₹1,43,300*","₹92,522",1,"₹50,00,000",1462,132(2),185(2),185(2),-,-,89(3),189(3),242(3),-,-
1,AIQ,GEN,Delhi,"UCMS, Delhi",DERMATOLOGY,1,"₹57,600*","₹1,26,927*",0*,₹0*,1000,69(1),69(1),167(1),-,-,243(1),243(1),243(1),-,-
2,AIQ,GEN,Delhi,"UCMS, Delhi",DERMATOLOGY,0+1(VV),"₹57,600*","₹1,26,927*",0*,₹0*,1000,69(1),69(1),167(1),-,-,243(1),243(1),243(1),-,-
3,AIQ,GEN,Delhi,"UCMS, Delhi",DERMATOLOGY,0+1(VV),"₹57,600*","₹1,26,927*",0*,₹0*,1000,69(1),69(1),167(1),-,-,243(1),243(1),243(1),-,-
1,AIQ,OBC,Andhra Pradesh,"SVIMS, Tirupati",RADIO DIAGNOSIS,1,"₹2,11,600*","₹80,904*",1*,"₹40,00,000*",1257,-,-,-,-,-,790(1),1068(1),244(1),-,-
2,AIQ,OBC,Andhra Pradesh,"SVIMS, Tirupati",RADIO DIAGNOSIS,0+1(VV),"₹2,11,600*","₹80,904*",1*,"₹40,00,000*",1257,-,-,-,-,-,790(1),1068(1),244(1),-,-
3,AIQ,OBC,Andhra Pradesh,"SVIMS, Tirupati",RADIO DIAGNOSIS,0+1(VV),"₹2,11,600*","₹80,904*",1*,"₹40,00,000*",1257,-,-,-,-,-,790(1),1068(1),244(1),-,-
1,AIQ,GEN,Delhi,"Lady Hardinge, Delhi",DERMATOLOGY,2,"₹57,600*","₹1,26,927*",0*,₹0*,877,-,-,-,-,-,245(2),245(2),245(2),-,-
2,AIQ,GEN,Delhi,"Lady Hardinge, Delhi",DERMATOLOGY,0+2(VV),"₹57,600*","₹1,26,927*",0*,₹0*,877,-,-,-,-,-,245(2),245(2),245(2),-,-
3,AIQ,GEN,Delhi,"Lady Hardinge, Delhi",DERMATOLOGY,0+2(VV),"₹57,600*","₹1,26,927*",0*,₹0*,877,-,-,-,-,-,245(2),245(2),245(2),-,-
1,AIQ,OBC,Tamil Nadu,"Madras Med Coll, Chennai",RADIO DIAGNOSIS,3,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,364(2),364(2),364(2),-,-,226(3),247(3),247(3),-,-
2,AIQ,OBC,Tamil Nadu,"Madras Med Coll, Chennai",RADIO DIAGNOSIS,0+2(VV),"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,364(2),364(2),364(2),-,-,226(3),247(3),247(3),-,-
3,AIQ,OBC,Tamil Nadu,"Madras Med Coll, Chennai",RADIO DIAGNOSIS,0+1(VV),"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,364(2),364(2),364(2),-,-,226(3),247(3),247(3),-,-
1,AIQ,EWS,Delhi,"Lady Hardinge, Delhi",RADIO DIAGNOSIS,1,"₹57,600*","₹1,26,927*",0*,₹0*,877,161(1),161(1),161(1),-,-,248(1),248(1),248(1),-,-
2,AIQ,EWS,Delhi,"Lady Hardinge, Delhi",RADIO DIAGNOSIS,0+1(VV),"₹57,600*","₹1,26,927*",0*,₹0*,877,161(1),161(1),161(1),-,-,248(1),248(1),248(1),-,-
3,AIQ,EWS,Delhi,"Lady Hardinge, Delhi",RADIO DIAGNOSIS,0+1(VV),"₹57,600*","₹1,26,927*",0*,₹0*,877,161(1),161(1),161(1),-,-,248(1),248(1),248(1),-,-
1,AIQ,GEN,Uttar Pradesh,"KGMU, Lucknow",RADIO DIAGNOSIS,1,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,225(2),421(2),421(2),-,-,146(1),295(1),249(1),-,-
2,AIQ,GEN,Uttar Pradesh,"KGMU, Lucknow",RADIO DIAGNOSIS,1,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,225(2),421(2),421(2),-,-,146(1),295(1),249(1),-,-
3,AIQ,GEN,Uttar Pradesh,"KGMU, Lucknow",RADIO DIAGNOSIS,0+1(VV),"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,225(2),421(2),421(2),-,-,146(1),295(1),249(1),-,-
1,AIQ,GEN,Rajasthan,"RNT, Udaipur",RADIO DIAGNOSIS,1,"₹12,812*","₹82,800*",2*,"₹25,00,000*",2206,448(1),516(1),516(1),-,-,251(1),251(1),251(1),-,-
2,AIQ,GEN,Rajasthan,"RNT, Udaipur",RADIO DIAGNOSIS,0+1(VV),"₹12,812*","₹82,800*",2*,"₹25,00,000*",2206,448(1),516(1),516(1),-,-,251(1),251(1),251(1),-,-
3,AIQ,GEN,Rajasthan,"RNT, Udaipur",RADIO DIAGNOSIS,0+1(VV),"₹12,812*","₹82,800*",2*,"₹25,00,000*",2206,448(1),516(1),516(1),-,-,251(1),251(1),251(1),-,-
