Counselling,Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,Fee Session,CR 2023 0,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2023 7,CR 2024 0,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 3.5,CR 2024 4,CR 2024 5,CR 2024 6
KAR PG (KEA),KAR Priv Seats-Open,OPN,Karnataka,"Srinivasa IMS, Srinivasanagar",ORTHOPAEDICS,"₹50,40,750*","₹29,000*",1*,"₹50,00,000*",660,2024,-,-,-,-,-,-,-,-,28241(1),24358(1),56732(1),110546(1),-,110546(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"SMC, Shimoga",EMERGENCY MEDICINE,"₹80,15,750*",Info not available,1*,"₹50,00,000*",1250,2024,-,-,-,157888(1),121595(1),-,-,-,29349(1),53576(1),88174(1),111060(1),-,171069(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"AIMS, Adichunchanagiri, Bellur",RADIO DIAGNOSIS,"₹90,15,750*","₹23,750",1*,"₹50,00,000*",1120,2024,-,-,110474(1),-,-,-,-,-,-,-,-,111286(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Oxford Med Coll, Bangalore",OPHTHALMOLOGY,"₹65,15,750*","₹30,000*",1*,"₹50,00,000*",770,2024,-,-,-,-,-,-,-,-,-,-,-,111456(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"JJM Med Coll, Davangere",DERMATOLOGY,"₹1,00,15,750*","₹30,000*",1*,"₹50,00,000*",1930,2024,-,-,127789(1),118640(1),-,-,-,-,15111(1),49526(1),121793(2),112344(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"AIMS, Adichunchanagiri, Bellur",OPHTHALMOLOGY,"₹50,15,750*","₹23,750",1*,"₹50,00,000*",1120,2024,-,-,25561(1),131862(1),-,-,-,-,-,-,-,112427(1),-,112427(1),-,-
KAR PG (KEA),KAR Priv Seats-Open,OPN,Karnataka,"Srinivasa IMS, Srinivasanagar",GENERAL SURGERY,"₹45,40,750*","₹29,000*",1*,"₹50,00,000*",660,2024,-,-,-,-,-,-,-,-,24272(2),27395(2),98509(2),112432(2),-,112432(2),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Al-Ameen, Bijapur",RADIO DIAGNOSIS,"₹75,15,750*","₹9,000*",1*,"₹50,00,000*",1040,2024,-,-,103806(2),119473(1),-,-,-,-,38239(2),58404(2),76909(2),112553(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"MRMC, Gulbarga",RADIO DIAGNOSIS,"₹90,15,750*","₹8,000*",1*,"₹50,00,000*",1038,2024,-,-,110568(1),-,-,-,-,-,37494(3),70326(3),109178(2),112865(3),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"BGS IMS, Bangalore",OBG,"₹85,15,750*","₹25,000*",1*,"₹50,00,000*",766,2024,-,-,-,-,-,-,-,-,53726(1),53726(1),73775(1),113020(1),-,130314(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"DR BR Ambedkar, Bangalore",OPHTHALMOLOGY,"₹60,15,750*","₹10,000*",1*,"₹50,00,000*",570,2024,-,-,-,-,-,-,-,-,50363(1),79827(1),-,114053(2),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Father Mullers, Mangalore",PSYCHIATRY,"₹50,15,750*","₹35,000*",1*,"₹50,00,000*",1250,2024,-,-,-,-,-,-,-,-,18353(1),33708(1),96118(1),114089(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Kempegowda IMS, Bangalore",SPM,"₹6,15,750*","₹35,000*",1*,"₹50,00,000*",1100,2024,-,-,-,-,183414(2),-,-,-,-,-,-,115055(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"VIMS (Vydehi), Bangalore",ORTHOPAEDICS,"₹60,15,750*","₹29,000*",1*,"₹50,00,000*",1600,2024,-,-,40628(1),146162(1),-,-,-,-,63467(2),87159(2),-,115308(4),-,107378(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Kempegowda IMS, Bangalore",GENERAL MEDICINE,"₹95,15,750*","₹35,000*",1*,"₹50,00,000*",1100,2024,-,-,115801(2),147469(1),-,-,-,-,12165(2),62789(2),78333(1),115391(3),-,112486(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"SDM College, Dharwad",GENERAL MEDICINE,"₹90,15,750*","₹45,000*",1*,"₹50,00,000*",670,2024,-,-,-,-,-,-,-,-,31294(1),63453(1),-,115485(3),-,115485(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Sapthagiri IMS&RC, Bangalore",GENERAL SURGERY,"₹50,41,500*","₹10,000*",1*,"₹50,00,000*",500,2024,-,-,103393(1),-,-,-,-,-,61074(3),73139(3),126502(5),115772(3),-,117207(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"SDM College, Dharwad",ANAESTHESIOLOGY,"₹45,15,750*","₹45,000*",1*,"₹50,00,000*",670,2024,-,-,131580(1),143568(1),-,-,-,-,38350(1),74107(1),-,116708(3),-,116708(1),-,-
KAR PG (KEA),KAR Priv Seats-Open,OPN,Karnataka,"MS Ramaiah, Bangalore",HOSPITAL ADMINISTRATION,"₹15,40,750*","₹45,000",1*,"₹50,00,000*",1331,2024,-,-,-,-,-,-,-,-,48217(1),49943(1),71082(1),117019(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Kempegowda IMS, Bangalore",RADIO DIAGNOSIS,"₹1,10,15,750*","₹35,000*",1*,"₹50,00,000*",1100,2024,-,-,111493(1),124335(1),-,-,-,-,19378(2),40340(2),113177(1),117339(3),-,126320(2),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"SDM College, Dharwad",RADIO DIAGNOSIS,"₹1,00,15,750*","₹45,000*",1*,"₹50,00,000*",670,2024,-,-,118629(1),-,-,-,-,-,51182(1),59923(1),95753(1),117358(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Basaveswara, Chitradurga",OPHTHALMOLOGY,"₹60,15,750*","₹5,000*",1*,"₹50,00,000*",500,2024,-,-,-,-,-,-,-,-,-,-,-,117416(1),-,117416(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"DR BR Ambedkar, Bangalore",EMERGENCY MEDICINE,"₹50,15,750*","₹10,000*",1*,"₹50,00,000*",570,2024,-,-,-,-,-,-,-,-,37555(1),44397(1),87644(1),118261(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"BGS IMS, Bangalore",ANAESTHESIOLOGY,"₹45,15,750*","₹25,000*",1*,"₹50,00,000*",766,2024,-,-,-,-,-,-,-,-,-,-,-,118971(1),-,115114(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Shridevi IMS, Tumkur",TBRD,"₹90,15,750*",Info not available*,1*,"₹50,00,000*",750,2024,-,-,-,-,-,-,-,-,-,-,-,119625(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"SSIMS & RC, Davangere",EMERGENCY MEDICINE,"₹50,15,750*","₹30,000",1*,"₹50,00,000*",1190,2024,-,-,-,-,-,-,-,-,-,-,-,119700(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"AIMS, Adichunchanagiri, Bellur",ANAESTHESIOLOGY,"₹42,15,750*","₹23,750",1*,"₹50,00,000*",1120,2024,-,-,123747(1),129252(1),-,-,-,-,-,-,-,119833(2),-,119833(2),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"SSIMS & RC, Davangere",ORTHOPAEDICS,"₹60,15,750*","₹30,000",1*,"₹50,00,000*",1190,2024,-,-,107730(1),137754(1),-,-,-,-,36002(1),36002(1),-,120747(1),-,120747(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"SMC, Shimoga",TBRD,"₹80,15,750*",Info not available,1*,"₹50,00,000*",1250,2024,-,-,-,-,-,-,-,-,-,-,-,120811(1),-,150460(1),165843(1),-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"VIMS (Vydehi), Bangalore",PAEDIATRICS,"₹75,15,750*","₹29,000*",1*,"₹50,00,000*",1600,2024,-,-,37171(2),155774(2),109944(1),-,-,-,31175(2),67577(2),-,120820(4),-,111905(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"KVG Med Coll, Sullia",PAEDIATRICS,"₹70,15,750*","₹7,500",1*,"₹50,00,000*",682,2024,-,-,-,-,-,-,-,-,-,-,93383(1),120860(1),-,130324(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"MS Ramaiah, Bangalore",GENERAL SURGERY,"₹75,40,750*","₹45,000",1*,"₹50,00,000*",1331,2024,-,-,-,-,-,-,-,-,32315(1),36725(1),104319(1),120891(2),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"DR BR Ambedkar, Bangalore",ANAESTHESIOLOGY,"₹45,15,750*","₹10,000*",1*,"₹50,00,000*",570,2024,-,-,-,-,-,-,-,-,42420(1),37468(1),-,121281(3),-,120160(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Sapthagiri IMS&RC, Bangalore",OBG,"₹80,41,500*","₹10,000*",1*,"₹50,00,000*",500,2024,-,-,101235(3),123802(2),-,-,-,-,61864(4),87296(4),100124(1),121911(8),-,132926(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"MRMC, Gulbarga",GENERAL MEDICINE,"₹82,15,750*","₹8,000*",1*,"₹50,00,000*",1038,2024,-,-,132057(2),161117(2),-,-,-,-,30917(2),48548(2),103657(1),122045(4),-,142796(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"East Point College,Bangalore",OPHTHALMOLOGY,"₹65,15,750*","₹20,000",1*,"₹50,00,000*",-,2024,-,-,120877(1),-,-,-,-,-,43678(1),46763(1),-,122256(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"DR BR Ambedkar, Bangalore",DERMATOLOGY,"₹1,10,15,750*","₹10,000*",1*,"₹50,00,000*",570,2024,-,-,-,-,-,-,-,-,10641(1),37441(1),122731(1),122326(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Khaja Bandanawaz, Gulbarga",GENERAL SURGERY,"₹50,30,750*","₹30,000*",1*,"₹50,00,000*",833,2024,-,-,-,-,-,-,-,-,-,-,-,123240(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Al-Ameen, Bijapur",ORTHOPAEDICS,"₹60,15,750*","₹9,000*",1*,"₹50,00,000*",1040,2024,-,-,129413(1),-,-,-,-,-,55408(1),90808(1),104739(1),123390(2),-,112513(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Nijalingappa, Bagalkot",OPHTHALMOLOGY,"₹60,15,750*","₹10,000*",1*,"₹50,00,000*",1140,2024,-,-,-,-,-,-,-,-,-,-,-,123692(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"JJM Med Coll, Davangere",RADIO DIAGNOSIS,"₹1,00,15,750*","₹30,000*",1*,"₹50,00,000*",1930,2024,-,-,133567(1),139386(1),-,-,-,-,13435(2),20891(2),118481(3),123711(3),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"MRMC, Gulbarga",DERMATOLOGY,"₹92,15,750*","₹8,000*",1*,"₹50,00,000*",1038,2024,-,-,141727(1),-,-,-,-,-,23474(1),52799(1),-,123860(3),-,130977(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Kempegowda IMS, Bangalore",GENERAL SURGERY,"₹70,15,750*","₹35,000*",1*,"₹50,00,000*",1100,2024,-,-,99807(1),-,-,-,-,-,37004(2),45851(2),127379(1),124429(4),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Navodaya Med Coll, Raichur",DERMATOLOGY,"₹90,15,750*","₹10,000*",1*,"₹50,00,000*",1110,2024,-,-,134745(2),123898(1),-,-,-,-,42930(1),62782(1),115714(1),124729(2),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"SSIMS & RC, Davangere",RADIO DIAGNOSIS,"₹1,00,15,750*","₹30,000",1*,"₹50,00,000*",1190,2024,-,-,126957(1),139618(1),-,-,-,-,13490(1),13490(1),92792(1),125269(2),-,123894(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"VIMS (Vydehi), Bangalore",RADIO DIAGNOSIS,"₹1,20,15,750*","₹29,000*",1*,"₹50,00,000*",1600,2024,-,-,111267(2),161081(2),-,-,-,-,38545(2),58649(2),-,125318(4),-,143994(2),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"KVG Med Coll, Sullia",GENERAL SURGERY,"₹60,15,750*","₹7,500",1*,"₹50,00,000*",682,2024,-,-,113391(1),-,-,-,-,-,28939(1),89320(1),-,125516(2),-,143088(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"DR BR Ambedkar, Bangalore",RADIO DIAGNOSIS,"₹1,10,15,750*","₹10,000*",1*,"₹50,00,000*",570,2024,-,-,-,-,-,-,-,-,31999(1),34327(1),120237(1),125822(1),-,138846(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Nijalingappa, Bagalkot",DERMATOLOGY,"₹90,15,750*","₹10,000*",1*,"₹50,00,000*",1140,2024,-,-,131037(1),-,-,-,-,-,21419(1),49838(1),-,126003(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"MVJMC&RH, Bangalore",OBG,"₹80,15,750*","₹10,000*",1*,"₹50,00,000*",833,2024,-,-,129348(2),143798(1),-,-,-,-,42649(1),57994(1),-,126255(2),-,124139(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"BGS IMS, Bangalore",RADIO DIAGNOSIS,"₹1,30,15,750*","₹25,000*",1*,"₹50,00,000*",766,2024,-,-,-,-,-,-,-,-,14922(1),25781(1),50342(1),126320(1),-,148897(1),-,-
KAR PG (KEA),KAR Priv Seats-Open,OPN,Karnataka,"AIMS, Adichunchanagiri, Bellur",SPM,"₹2,30,750*","₹23,750",1*,"₹50,00,000*",1120,2024,-,-,-,-,-,-,-,-,81193(1),81193(1),-,126514(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"VIMS (Vydehi), Bangalore",OPHTHALMOLOGY,"₹75,15,750*","₹29,000*",1*,"₹50,00,000*",1600,2024,-,-,-,-,-,-,-,-,-,-,-,126750(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"MRMC, Gulbarga",OBG,"₹88,15,750*","₹8,000*",1*,"₹50,00,000*",1038,2024,-,-,125646(1),142706(1),-,-,-,-,45059(1),51824(1),-,126814(2),-,131140(2),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"AJIMS, Mangalore",OBG,"₹1,00,15,750*","₹30,000",1*,"₹50,00,000*",910,2024,-,-,108169(1),-,-,-,-,-,40533(2),76511(2),-,127322(2),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Shridevi IMS, Tumkur",DERMATOLOGY,"₹1,20,15,750*",Info not available*,1*,"₹50,00,000*",750,2024,-,-,126788(1),-,-,-,-,-,25315(1),36526(1),-,127580(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Dr Chandramma DS Inst, Hubli",PATHOLOGY,"₹8,15,750*",Info not available,1*,"₹50,00,000*",-,2024,-,-,-,-,-,-,-,-,81732(1),65301(1),127731(1),127731(2),-,98722(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"KVG Med Coll, Sullia",OBG,"₹80,15,750*","₹7,500",1*,"₹50,00,000*",682,2024,-,-,125563(1),-,-,-,-,-,48817(1),77329(1),127657(1),128323(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"SSIMS & RC, Davangere",DERMATOLOGY,"₹1,00,15,750*","₹30,000",1*,"₹50,00,000*",1190,2024,-,-,-,-,-,-,-,-,-,-,-,128377(1),-,-,-,-
KAR PG (KEA),KAR Priv Seats-Open,OPN,Karnataka,"DR BR Ambedkar, Bangalore",SPM,₹0*,"₹10,000*",1*,"₹50,00,000*",570,2024,65710(1),59691(1),178907(1),-,177077(1),-,-,-,-,-,-,128547(1),-,128547(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"AJIMS, Mangalore",OPHTHALMOLOGY,"₹75,15,750*","₹30,000",1*,"₹50,00,000*",910,2024,-,-,-,-,-,-,-,-,-,-,-,128971(1),-,112579(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"AJIMS, Mangalore",GENERAL MEDICINE,"₹1,00,15,750*","₹30,000",1*,"₹50,00,000*",910,2024,-,-,150142(2),-,-,-,-,-,34510(3),84083(3),115939(1),128980(5),-,124088(2),-,-
KAR PG (KEA),KAR Priv Seats-Open,OPN,Karnataka,"JJM Med Coll, Davangere",SPM,"₹3,59,003*","₹30,000*",1*,"₹50,00,000*",1930,2024,56916(1),52903(1),174892(2),115846(1),-,-,-,-,56455(1),56455(1),-,129870(2),-,124933(1),-,-
KAR PG (KEA),KAR Priv Seats-Open,OPN,Karnataka,"SDM College, Dharwad",FORENSIC MEDICINE,"₹25,750*","₹45,000*",1*,"₹50,00,000*",670,2024,-,-,-,-,-,-,-,-,-,-,-,129973(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Kempegowda IMS, Bangalore",PAEDIATRICS,"₹80,15,750*","₹35,000*",1*,"₹50,00,000*",1100,2024,-,-,120236(1),-,-,-,-,-,36441(2),58531(2),102478(2),130509(4),-,114213(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Oxford Med Coll, Bangalore",PAEDIATRICS,"₹70,15,750*","₹30,000*",1*,"₹50,00,000*",770,2024,-,-,-,-,-,-,-,-,21105(1),47485(1),54331(1),130607(2),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Sapthagiri IMS&RC, Bangalore",ORTHOPAEDICS,"₹60,41,500*","₹10,000*",1*,"₹50,00,000*",500,2024,-,-,103978(1),-,-,-,-,-,66858(3),82292(3),120474(2),130746(4),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"DR BR Ambedkar, Bangalore",PAEDIATRICS,"₹80,40,750*","₹10,000*",1*,"₹50,00,000*",570,2024,-,-,135150(1),147895(1),-,-,-,-,-,-,53157(1),130998(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"AIMS, Adichunchanagiri, Bellur",GENERAL SURGERY,"₹60,15,750*","₹23,750",1*,"₹50,00,000*",1120,2024,-,-,-,95960(1),-,-,-,-,58236(1),87971(1),104484(1),131162(2),-,133191(2),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Srinivasa IMS, Srinivasanagar",GENERAL MEDICINE,"₹75,40,750*","₹29,000*",1*,"₹50,00,000*",660,2024,-,-,141438(1),-,-,-,-,-,53803(3),69813(3),-,131186(6),-,131186(3),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"JJM Med Coll, Davangere",SPM,"₹3,59,003*","₹30,000*",1*,"₹50,00,000*",1930,2024,-,-,-,-,-,-,-,-,-,-,-,131316(1),-,164364(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Sapthagiri IMS&RC, Bangalore",PAEDIATRICS,"₹80,41,500*","₹10,000*",1*,"₹50,00,000*",500,2024,-,-,120958(1),-,-,-,-,-,58531(1),41133(1),-,132027(2),-,139828(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Sapthagiri IMS&RC, Bangalore",RADIO DIAGNOSIS,"₹1,00,41,500*","₹10,000*",1*,"₹50,00,000*",500,2024,-,-,113808(3),147953(2),105383(1),-,-,-,58404(4),84578(4),-,132375(8),-,146325(2),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"JJM Med Coll, Davangere",GENERAL SURGERY,"₹80,15,750*","₹30,000*",1*,"₹50,00,000*",1930,2024,-,-,146932(1),-,-,-,-,-,18481(1),26089(1),88105(2),132696(2),-,144198(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"KVG Med Coll, Sullia",PATHOLOGY,"₹12,15,750*","₹7,500",1*,"₹50,00,000*",682,2024,-,-,-,-,190638(1),-,-,-,-,-,-,132861(1),-,122481(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"DR BR Ambedkar, Bangalore",GENERAL SURGERY,"₹75,15,750*","₹10,000*",1*,"₹50,00,000*",570,2024,-,-,138970(1),-,-,-,-,-,45851(1),58920(1),-,132959(2),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"AJIMS, Mangalore",DERMATOLOGY,"₹1,25,15,750*","₹30,000",1*,"₹50,00,000*",910,2024,-,-,107065(1),-,-,-,-,-,10722(1),53674(1),-,133161(3),-,148431(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Navodaya Med Coll, Raichur",RADIO DIAGNOSIS,"₹90,15,750*","₹10,000*",1*,"₹50,00,000*",1110,2024,-,-,126095(1),-,-,-,-,-,50270(2),73087(2),-,133273(6),-,136903(4),151172(1),-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Basaveswara, Chitradurga",ORTHOPAEDICS,"₹90,15,750*","₹5,000*",1*,"₹50,00,000*",500,2024,-,-,104373(1),-,-,-,-,-,-,-,107184(1),133502(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Navodaya Med Coll, Raichur",OBG,"₹70,15,750*","₹10,000*",1*,"₹50,00,000*",1110,2024,-,-,127798(2),98796(1),-,-,-,-,49805(2),87305(2),113130(1),133886(4),-,140343(2),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Akash IMS,Devanhalli,Bangalore",OBG,"₹85,15,750*","₹20,000",1*,"₹50,00,000*",760,2024,-,-,133089(2),139177(2),-,-,-,-,43889(3),73703(3),110282(1),133893(4),-,143974(2),155279(2),-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Navodaya Med Coll, Raichur",GENERAL SURGERY,"₹55,15,750*","₹10,000*",1*,"₹50,00,000*",1110,2024,-,-,122137(1),111544(1),-,-,-,-,67720(1),87809(1),-,134438(3),-,125964(2),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"MRMC, Gulbarga",OPHTHALMOLOGY,"₹82,15,750*","₹8,000*",1*,"₹50,00,000*",1038,2024,-,-,-,-,-,-,-,-,-,-,-,134563(1),-,135655(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"East Point College,Bangalore",OBG,"₹90,15,750*","₹20,000",1*,"₹50,00,000*",-,2024,-,-,131218(1),-,-,-,-,-,-,-,-,134678(1),-,145599(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"DR BR Ambedkar, Bangalore",ORTHOPAEDICS,"₹75,15,750*","₹10,000*",1*,"₹50,00,000*",570,2024,-,-,153356(2),158329(1),-,-,-,-,44728(1),56855(1),-,134730(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"AIMS, Adichunchanagiri, Bellur",ORTHOPAEDICS,"₹65,15,750*","₹23,750",1*,"₹50,00,000*",1120,2024,-,-,128549(1),-,-,-,-,-,-,-,-,134888(2),-,114911(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Nijalingappa, Bagalkot",OBG,"₹82,15,750*","₹10,000*",1*,"₹50,00,000*",1140,2024,-,-,134378(2),143106(1),-,-,-,-,44671(1),54793(1),-,135698(2),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"AJIMS, Mangalore",GENERAL SURGERY,"₹75,15,750*","₹30,000",1*,"₹50,00,000*",910,2024,-,-,155723(1),159871(1),-,-,-,-,40289(1),51463(1),104622(1),136010(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Basaveswara, Chitradurga",DERMATOLOGY,"₹1,05,15,750*","₹5,000*",1*,"₹50,00,000*",500,2024,-,-,-,-,-,-,-,-,-,-,-,136109(2),-,136970(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"BGS IMS, Bangalore",GENERAL SURGERY,"₹70,15,750*","₹25,000*",1*,"₹50,00,000*",766,2024,-,-,29214(1),151965(1),-,-,-,-,59938(2),67820(2),-,136398(3),-,137562(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Basaveswara, Chitradurga",RADIO DIAGNOSIS,"₹1,05,15,750*","₹5,000*",1*,"₹50,00,000*",500,2024,-,-,-,-,-,-,-,-,16320(1),62660(1),105090(1),136903(1),-,155255(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"KVG Med Coll, Sullia",GENERAL MEDICINE,"₹80,15,750*","₹7,500",1*,"₹50,00,000*",682,2024,-,-,120228(1),145675(1),-,-,-,-,31195(1),67063(1),104700(2),137446(2),-,119107(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"KVG Med Coll, Sullia",ANAESTHESIOLOGY,"₹60,15,750*","₹7,500",1*,"₹50,00,000*",682,2024,-,-,-,-,-,-,-,-,60690(1),83097(1),-,137562(1),-,130038(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Basaveswara, Chitradurga",EMERGENCY MEDICINE,"₹60,15,750*","₹5,000*",1*,"₹50,00,000*",500,2024,-,-,103975(1),-,-,-,-,-,38556(1),40842(1),-,137991(1),-,-,-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Sapthagiri IMS&RC, Bangalore",DERMATOLOGY,"₹1,20,41,500*","₹10,000*",1*,"₹50,00,000*",500,2024,-,-,31165(2),129987(2),-,-,-,-,26385(2),59438(2),53770(1),137995(3),-,139811(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"Navodaya Med Coll, Raichur",ORTHOPAEDICS,"₹60,15,750*","₹10,000*",1*,"₹50,00,000*",1110,2024,-,-,119177(1),-,-,-,-,-,71691(1),67909(1),-,138005(2),-,134598(1),-,-
KAR PG (KEA),KAR Others (Inst.Q),MNG,Karnataka,"AIMS, Adichunchanagiri, Bellur",PATHOLOGY,"₹14,15,750*","₹23,750",1*,"₹50,00,000*",1120,2024,-,-,166741(1),190286(1),177051(2),-,180691(1),-,101348(1),57497(1),-,138214(2),-,138214(2),-,-
