Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2024 6,CR 2024 7
Tel Govt-NS LOC,BCA-GEN,Telangana,"Osmania Med Coll, Hyderabad",DERMATOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,-,-,-,-,-,-,289(1),289(1),289(1),289(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"NIMS, Hyderabad",RADIATION ONCOLOGY,"₹72,000*","₹1,11,780",1,"₹50,00,000",1498,1055(1),1055(1),1057(1),1057(1),1057(1),1057(1),290(1),290(1),290(1),290(1),-,-,-
Tel Govt-NS LOC,BCE-GEN,Telangana,"Osmania Med Coll, Hyderabad",PAEDIATRICS,"₹25,000*","₹58,289",1,"₹20,00,000",4800,289(1),352(1),352(1),352(1),352(1),352(1),170(1),170(1),292(1),292(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Osmania Med Coll, Hyderabad",TBRD,"₹25,000*","₹58,289",1,"₹20,00,000",4800,475(1),475(1),475(1),475(1),475(1),475(1),293(1),293(1),293(1),293(1),-,-,-
Tel Govt-NS LOC,BCB-GEN,Telangana,"Mediciti IMS, Ghanpur",DERMATOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,-,-,-,-,-,-,295(1),295(1),295(1),295(1),-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"Osmania Med Coll, Hyderabad",GENERAL SURGERY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,395(1),395(1),395(1),395(1),395(1),395(1),297(1),297(1),297(1),297(1),-,-,-
Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,"Shadan IMSRC, Peerancheru",RADIO DIAGNOSIS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",800,1238(1),1460(1),1465(1),1465(1),1465(1),1465(1),299(1),299(1),299(1),299(1),-,-,-
Tel Govt-NS LOC,BCB-FEM,Telangana,"Osmania Med Coll, Hyderabad",GENERAL SURGERY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,-,-,-,-,-,-,300(1),300(1),300(1),300(1),-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"Prathima IMS, Karimnagar",RADIO DIAGNOSIS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,-,-,-,-,-,-,301(1),301(1),301(1),254(1),-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"Kakatiya Med Coll, Warangal",DERMATOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",1150,-,-,-,-,-,-,-,254(1),304(1),313(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Osmania Med Coll, Hyderabad",OBG,"₹25,000*","₹58,289",1,"₹20,00,000",4800,452(6),662(7),670(7),670(7),670(7),670(7),228(6),228(6),311(7),311(7),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"SVS Med Coll, Mehboobnagar",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",760,567(1),567(1),567(1),567(1),567(1),567(1),175(1),175(1),312(1),312(1),-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"Govt Med Coll, Nizamabad",OBG,"₹25,000*","₹58,289",1,"₹20,00,000",500,-,-,-,-,-,-,-,313(1),313(1),518(1),-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"NIMS, Hyderabad",RADIO DIAGNOSIS,"₹72,000*","₹1,11,780",1,"₹50,00,000",1498,-,-,-,-,-,-,315(1),315(1),315(1),315(1),-,-,-
Tel Govt-NS LOC,BCB-GEN,Telangana,"SVS Med Coll, Mehboobnagar",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",760,610(1),611(1),907(1),907(1),907(1),907(1),316(1),316(1),316(1),316(1),-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Osmania Med Coll, Hyderabad",RADIO DIAGNOSIS,"₹25,000*","₹58,289",1,"₹20,00,000",4800,-,-,-,-,-,-,317(1),317(1),317(1),317(1),-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"SVS Med Coll, Mehboobnagar",DERMATOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",760,-,-,-,-,-,-,318(1),318(1),318(1),318(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"ESIC Med Coll,Sanath Nagar",TBRD,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,616(1),616(1),616(1),616(1),616(1),616(1),281(1),321(1),321(1),321(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Mamata AcadofMedSci,Bachupally",RADIO DIAGNOSIS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,-,326(1),326(1),326(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Osmania Med Coll, Hyderabad",ENT,"₹25,000*","₹58,289",1,"₹20,00,000",4800,791(1),791(1),793(1),793(1),793(1),793(1),327(1),327(1),327(1),327(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Osmania Med Coll, Hyderabad",TBRD,"₹25,000*","₹58,289",1,"₹20,00,000",4800,530(1),623(1),803(1),803(1),803(1),803(1),330(1),330(1),330(1),330(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"SVS Med Coll, Mehboobnagar",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",760,601(1),604(1),681(1),1079(1),1079(1),1079(1),264(2),264(2),331(2),331(2),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Mamata Med Coll, Khammam",RADIO DIAGNOSIS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,410(1),410(1),410(1),410(1),410(1),410(1),241(1),241(1),336(1),336(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Prathima IMS, Karimnagar",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,445(1),445(1),445(1),445(1),445(1),445(1),235(3),235(3),340(3),340(3),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"CAIMS, Karimnagar",RADIO DIAGNOSIS,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,409(1),409(1),478(1),478(1),478(1),478(1),268(1),341(1),341(1),341(1),-,-,-
Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,"DCMS, Hyderabad",GENERAL MEDICINE,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1400,1045(1),1045(1),1047(1),1047(1),1047(1),1047(1),343(2),343(2),343(2),343(2),-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"Osmania Med Coll, Hyderabad",GENERAL MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",4800,-,-,-,-,-,-,50(1),52(2),345(2),345(2),-,-,-
Tel Govt-NS LOC,BCB-GEN,Telangana,"Mamata Med Coll, Khammam",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,778(1),778(1),779(1),779(1),779(1),779(1),-,347(1),347(1),347(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Kakatiya Med Coll, Warangal",OBG,"₹25,000*","₹58,289",1,"₹20,00,000",1150,453(1),345(1),345(1),345(1),345(1),345(1),233(1),233(1),348(1),348(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Bhaskar Med Coll, Yenkapally",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,606(1),606(1),1015(1),1015(1),1015(1),1015(1),350(1),350(1),350(1),350(1),-,-,-
Tel Govt-NS LOC,BCE-GEN,Telangana,"Osmania Med Coll, Hyderabad",OBG,"₹25,000*","₹58,289",1,"₹20,00,000",4800,501(1),501(1),501(1),501(1),501(1),501(1),351(1),351(1),351(1),351(1),-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"NIMS, Hyderabad",GENERAL MEDICINE,"₹72,000*","₹1,11,780",1,"₹50,00,000",1498,-,-,-,-,-,-,353(1),353(1),353(1),353(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Mediciti IMS, Ghanpur",RADIO DIAGNOSIS,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,598(1),598(1),598(1),598(1),598(1),598(1),286(1),286(1),355(1),355(1),-,-,-
Tel Govt-NS LOC,MIN-FEM-MSM,Telangana,"DCMS, Hyderabad",GENERAL MEDICINE,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1400,592(1),592(1),592(1),592(1),592(1),592(1),357(1),357(1),357(1),357(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Mamata Med Coll, Khammam",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,665(1),665(1),877(1),877(1),877(1),877(1),288(2),288(2),360(3),360(3),-,-,-
Tel Govt-NS LOC,BCD-FEM,Telangana,"Osmania Med Coll, Hyderabad",OBG,"₹25,000*","₹58,289",1,"₹20,00,000",4800,523(1),523(1),523(1),523(1),523(1),523(1),245(1),245(1),361(1),361(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"SVS Med Coll, Mehboobnagar",DERMATOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",760,-,-,-,-,-,-,363(1),363(1),363(1),363(1),-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Osmania Med Coll, Hyderabad",GENERAL MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",4800,-,-,-,-,-,-,365(1),365(1),365(1),365(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Mamata AcadofMedSci,Bachupally",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,196(1),196(1),368(1),368(1),-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"Gandhi Med Coll, Secunderabad",GENERAL MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",1200,-,-,-,-,-,-,-,-,370(1),370(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"MNR Med Coll, Sangareddy",RADIO DIAGNOSIS,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",760,-,-,-,-,-,-,378(1),378(1),378(1),378(1),-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Osmania Med Coll, Hyderabad",GENERAL MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",4800,555(1),555(1),735(1),735(1),735(1),735(1),381(1),381(1),381(1),381(1),-,-,-
Tel Govt-NS LOC,BCB-GEN,Telangana,"Osmania Med Coll, Hyderabad",OBG,"₹25,000*","₹58,289",1,"₹20,00,000",4800,531(1),531(1),531(1),531(1),531(1),531(1),262(1),274(1),383(3),383(3),-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Gandhi Med Coll, Secunderabad",RADIO DIAGNOSIS,"₹25,000*","₹58,289",1,"₹20,00,000",1200,-,-,-,-,-,-,386(1),386(1),386(1),386(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Kamineni IMS, Narketpally",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,709(1),806(1),808(1),808(1),808(1),808(1),360(1),360(1),387(1),387(1),-,-,-
Tel Govt-NS LOC,BCE-GEN,Telangana,"Rajiv Gandhi IMS, Adilabad",GENERAL MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",Info Not Available,-,-,-,-,-,-,115(1),115(1),389(1),389(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"ESIC Med Coll,Sanath Nagar",EMERGENCY MEDICINE,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,-,-,-,-,-,-,513(1),671(1),390(1),390(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Kakatiya Med Coll, Warangal",GENERAL SURGERY,"₹25,000*","₹58,289",1,"₹20,00,000",1150,521(1),682(1),683(1),683(1),683(1),683(1),209(3),229(3),397(3),397(3),-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"Mamata AcadofMedSci,Bachupally",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,-,398(1),398(1),398(1),-,-,-
Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,"DCMS, Hyderabad",RADIO DIAGNOSIS,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1400,903(1),903(1),905(1),905(1),905(1),905(1),402(2),402(2),402(2),402(2),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"CAIMS, Karimnagar",DERMATOLOGY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,-,-,-,-,-,-,355(1),355(1),406(1),406(1),-,-,-
Tel Govt-NS LOC,BCB-FEM,Telangana,"Mamata Med Coll, Khammam",RADIO DIAGNOSIS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,-,-,-,-,-,-,-,408(1),408(1),408(1),-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"ESIC Med Coll,Sanath Nagar",GENERAL MEDICINE,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,706(1),706(1),707(1),707(1),707(1),707(1),411(1),411(1),411(1),411(1),-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"Osmania Med Coll, Hyderabad",PAEDIATRICS,"₹25,000*","₹58,289",1,"₹20,00,000",4800,259(1),259(1),259(1),259(1),259(1),259(1),370(1),412(1),412(1),412(1),-,-,-
Tel Govt-NS LOC,BCB-GEN,Telangana,"Mamata Med Coll, Khammam",RADIO DIAGNOSIS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,-,-,-,-,-,-,347(1),416(1),416(1),416(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Kamineni (KAMSRC), Hyderabad",PAEDIATRICS,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",650,-,-,-,-,-,-,421(1),421(1),421(1),421(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Kamineni (KAMSRC), Hyderabad",DERMATOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",650,-,-,-,-,-,-,424(1),424(1),424(1),424(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Kakatiya Med Coll, Warangal",OBG,"₹25,000*","₹58,289",1,"₹20,00,000",1150,462(1),629(1),679(1),679(1),679(1),679(1),274(3),284(3),425(3),425(3),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Govt Med Coll, Siddipet",OBG,"₹25,000*","₹58,289",1,"₹20,00,000",780,559(1),670(1),791(1),791(1),791(1),791(1),-,-,427(1),427(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Osmania Med Coll, Hyderabad",ENT,"₹25,000*","₹58,289",1,"₹20,00,000",4800,-,1279(1),1281(1),2164(2),2164(2),2164(2),367(1),367(1),430(2),430(2),-,-,-
Tel Govt-NS LOC,BCB-GEN,Telangana,"Osmania Med Coll, Hyderabad",GENERAL SURGERY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,502(1),521(1),521(1),521(1),521(1),521(1),222(1),222(1),434(1),434(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Osmania Med Coll, Hyderabad",OPHTHALMOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,873(3),1083(3),1380(3),1380(3),1380(3),1380(3),435(2),435(2),435(2),435(2),-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"CAIMS, Karimnagar",RADIO DIAGNOSIS,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,-,-,-,-,-,-,436(1),436(1),436(1),436(1),-,-,-
Tel Govt-NS LOC,BCE-GEN,Telangana,"Govt Med Coll, Mahabubnagar",PAEDIATRICS,"₹25,000*","₹58,289",1,"₹20,00,000",900,-,-,-,-,-,-,-,-,437(1),437(1),-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"Osmania Med Coll, Hyderabad",GENERAL SURGERY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,679(1),679(1),1412(1),1412(1),1412(1),1412(1),324(1),324(1),438(2),438(2),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Gandhi Med Coll, Secunderabad",TBRD,"₹25,000*","₹58,289",1,"₹20,00,000",1200,-,-,-,-,-,-,359(1),359(1),439(1),439(1),-,-,-
Tel Govt-NS LOC,BCB-GEN,Telangana,"Kakatiya Med Coll, Warangal",GENERAL SURGERY,"₹25,000*","₹58,289",1,"₹20,00,000",1150,-,-,928(1),928(1),928(1),928(1),394(1),394(1),441(1),441(1),-,-,-
Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,"DCMS, Hyderabad",DERMATOLOGY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1400,-,-,-,-,-,-,445(1),445(1),445(1),445(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Rajiv Gandhi IMS, Adilabad",GENERAL SURGERY,"₹25,000*","₹58,289",1,"₹20,00,000",Info Not Available,673(1),956(1),958(1),958(1),958(1),958(1),302(1),302(1),447(1),447(1),-,-,-
Tel Govt-NS LOC,MIN-FEM-MSM,Telangana,"Shadan IMSRC, Peerancheru",DERMATOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",800,-,-,-,-,-,-,449(1),449(1),449(1),449(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"ESIC Med Coll,Sanath Nagar",ANAESTHESIOLOGY,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,670(1),811(1),813(1),813(1),813(1),813(1),451(1),451(1),451(1),451(1),-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Gandhi Med Coll, Secunderabad",DERMATOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",1200,-,-,-,-,-,-,452(1),452(1),452(1),452(1),-,-,-
Tel Govt-NS LOC,BCB-FEM,Telangana,"SVS Med Coll, Mehboobnagar",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",760,-,-,-,-,-,-,-,-,456(1),456(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"NIMS, Hyderabad",ANAESTHESIOLOGY,"₹72,000*","₹1,11,780",1,"₹50,00,000",1498,662(3),676(3),858(3),858(3),858(3),858(3),323(3),457(4),457(4),457(4),-,-,-
Tel Govt-NS LOC,BCE-FEM,Telangana,"Kakatiya Med Coll, Warangal",OBG,"₹25,000*","₹58,289",1,"₹20,00,000",1150,-,-,-,-,-,-,-,-,458(1),458(1),-,-,-
Tel Govt-NS LOC,BCD-FEM,Telangana,"Osmania Med Coll, Hyderabad",GENERAL SURGERY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,-,-,-,-,-,-,-,461(1),461(1),461(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Mamata AcadofMedSci,Bachupally",DERMATOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,462(1),462(1),462(1),462(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Govt Med Coll, Mahabubnagar",OBG,"₹25,000*","₹58,289",1,"₹20,00,000",900,535(1),701(1),1117(1),1117(1),1117(1),1117(1),296(1),323(1),463(1),463(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Govt Med Coll, Nizamabad",GENERAL SURGERY,"₹25,000*","₹58,289",1,"₹20,00,000",500,-,-,-,-,-,-,314(1),314(1),469(1),469(1),-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"Osmania Med Coll, Hyderabad",OBG,"₹25,000*","₹58,289",1,"₹20,00,000",4800,544(1),544(1),544(1),544(1),544(1),544(1),259(1),304(2),470(2),470(2),-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Osmania Med Coll, Hyderabad",RADIO DIAGNOSIS,"₹25,000*","₹58,289",1,"₹20,00,000",4800,1285(1),1285(1),1287(1),1287(1),1287(1),1287(1),472(1),472(1),472(1),472(1),-,-,-
Tel Govt-NS LOC,BCA-FEM,Telangana,"ESIC Med Coll,Sanath Nagar",RADIO DIAGNOSIS,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,-,-,-,-,-,-,476(1),476(1),476(1),476(1),-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"Kamineni (KAMSRC), Hyderabad",PAEDIATRICS,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",650,-,-,-,-,-,-,479(1),479(1),479(1),479(1),-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Osmania Med Coll, Hyderabad",PAEDIATRICS,"₹25,000*","₹58,289",1,"₹20,00,000",4800,1526(1),1526(1),1532(1),1532(1),1532(1),1532(1),480(1),480(1),480(1),480(1),-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"Gandhi Med Coll, Secunderabad",PAEDIATRICS,"₹25,000*","₹58,289",1,"₹20,00,000",1200,-,-,-,-,-,-,412(1),481(1),481(1),481(1),-,-,-
Tel Govt-NS LOC,BCC-GEN,Telangana,"Osmania Med Coll, Hyderabad",PAEDIATRICS,"₹25,000*","₹58,289",1,"₹20,00,000",4800,495(1),495(1),495(1),495(1),495(1),495(1),483(1),483(1),483(1),483(1),-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"Prathima IMS, Karimnagar",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,-,-,-,-,-,-,484(1),484(1),484(1),484(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Govt Med Coll, Siddipet",OBG,"₹25,000*","₹58,289",1,"₹20,00,000",780,568(1),678(1),835(1),835(1),835(1),835(1),284(1),296(1),485(1),485(1),-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Osmania Med Coll, Hyderabad",GENERAL MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",4800,-,-,-,-,-,-,487(1),487(1),487(1),487(1),-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"Kakatiya Med Coll, Warangal",OBG,"₹25,000*","₹58,289",1,"₹20,00,000",1150,637(1),688(1),727(1),727(1),727(1),727(1),277(1),311(1),489(1),489(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"ESIC Med Coll,Sanath Nagar",EMERGENCY MEDICINE,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,-,-,-,-,-,-,-,-,490(1),490(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Mamata AcadofMedSci,Bachupally",PAEDIATRICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,491(1),491(1),491(1),491(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"CAIMS, Karimnagar",GENERAL MEDICINE,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,696(1),696(1),697(1),697(1),697(1),697(1),340(1),340(1),495(1),495(1),-,-,-
Tel Govt-NS LOC,BCB-GEN,Telangana,"Mediciti IMS, Ghanpur",RADIO DIAGNOSIS,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,-,-,-,-,-,-,497(1),497(1),497(1),497(1),-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"RVM IMSRC, Siddipet",RADIO DIAGNOSIS,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",1110,-,-,-,-,-,-,503(1),503(1),503(1),503(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"CAIMS, Karimnagar",RADIO DIAGNOSIS,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,-,-,-,-,-,-,336(1),336(1),505(1),505(1),-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Gandhi Med Coll, Secunderabad",GENERAL MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",1200,412(1),412(1),412(1),412(1),412(1),412(1),275(1),507(1),507(1),507(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Govt Med Coll, Siddipet",GENERAL SURGERY,"₹25,000*","₹58,289",1,"₹20,00,000",780,633(1),789(1),956(1),956(1),956(1),956(1),319(1),319(1),509(2),509(2),-,-,-
Tel Govt-NS LOC,BCE-FEM,Telangana,"Govt Med Coll, Suryapet",OBG,"₹25,000*","₹58,289",1,"₹20,00,000",580,-,-,-,-,-,-,-,389(1),513(1),513(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Surabhi InstituteofMS,Siddipet",RADIO DIAGNOSIS,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,417(1),417(1),517(1),601(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Prathima IMS, Karimnagar",OBG,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,1001(1),1001(1),1003(1),1003(1),1003(1),1003(1),361(1),361(1),518(1),765(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"SVS Med Coll, Mehboobnagar",PAEDIATRICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",760,728(1),781(1),782(1),782(1),782(1),782(1),408(1),248(1),527(1),527(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"RVM IMSRC, Siddipet",GENERAL MEDICINE,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",1110,599(1),599(1),665(1),665(1),665(1),665(1),310(1),310(1),535(1),535(1),-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Osmania Med Coll, Hyderabad",GENERAL SURGERY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,1690(1),1700(1),2351(1),2351(1),2351(1),2351(1),536(1),819(1),536(1),536(1),-,-,-
Tel Govt-NS LOC,BCB-GEN,Telangana,"Osmania Med Coll, Hyderabad",TBRD,"₹25,000*","₹58,289",1,"₹20,00,000",4800,-,-,-,-,-,-,520(1),540(1),540(1),540(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Kakatiya Med Coll, Warangal",TBRD,"₹25,000*","₹58,289",1,"₹20,00,000",1150,-,-,-,-,-,-,-,439(1),542(1),542(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"CAIMS, Karimnagar",GENERAL MEDICINE,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,692(1),614(1),978(1),978(1),978(1),978(1),312(1),312(1),544(2),544(2),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Mamata AcadofMedSci,Bachupally",OBG,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,-,-,549(1),549(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Bhaskar Med Coll, Yenkapally",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,-,-,-,-,-,-,292(1),292(1),554(1),554(1),-,-,-
Tel Govt-NS LOC,BCB-GEN,Telangana,"MNR Med Coll, Sangareddy",GENERAL MEDICINE,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",760,-,1030(1),1032(1),1032(1),1032(1),1032(1),558(1),558(1),558(1),558(1),-,-,-
Tel Govt-NS LOC,BCE-FEM,Telangana,"Mamata AcadofMedSci,Bachupally",RADIO DIAGNOSIS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,561(1),561(1),561(1),561(1),-,-,-
